value,percentage,datetime
15276.049,0.01810949250460515,2015-02-02T00:00:00.000+01:00
15474.042,0.01796152355409118,2015-02-03T00:00:00.000+01:00
15323.178,0.017424635593815865,2015-02-04T00:00:00.000+01:00
12108.801,0.013863798450100554,2015-02-05T00:00:00.000+01:00
13179.29,0.014998002307547617,2015-02-06T00:00:00.000+01:00
14019.368,0.017462527332983292,2015-02-07T00:00:00.000+01:00
12539.933,0.017055093880945893,2015-02-08T00:00:00.000+01:00
14719.654,0.01704658041264812,2015-02-09T00:00:00.000+01:00
13529.306,0.015574550290599813,2015-02-10T00:00:00.000+01:00
12011.849,0.014029957463664033,2015-02-11T00:00:00.000+01:00
15095.705,0.017708424095277165,2015-02-12T00:00:00.000+01:00
14831.091,0.01785974842357107,2015-02-13T00:00:00.000+01:00
11115.462,0.01495950668211168,2015-02-14T00:00:00.000+01:00
10110.135,0.01494532706492802,2015-02-15T00:00:00.000+01:00
11279.063,0.014231623836331985,2015-02-16T00:00:00.000+01:00
14504.851,0.017617515122116956,2015-02-17T00:00:00.000+01:00
11982.292,0.014661169983509338,2015-02-18T00:00:00.000+01:00
10739.913,0.013237332348382373,2015-02-19T00:00:00.000+01:00
14172.846,0.017395887730210512,2015-02-20T00:00:00.000+01:00
11399.801,0.015520987782054525,2015-02-21T00:00:00.000+01:00
10696.394,0.0157796006397165,2015-02-22T00:00:00.000+01:00
12878.316,0.016120499648221726,2015-02-23T00:00:00.000+01:00
11173.35,0.013690495344246456,2015-02-24T00:00:00.000+01:00
11568.139,0.014255691905094429,2015-02-25T00:00:00.000+01:00
11584.424,0.014541212917156458,2015-02-26T00:00:00.000+01:00
