datetime,value_Hidráulica,percentage_Hidráulica,value_Eólica,percentage_Eólica,value_Solar fotovoltaica,percentage_Solar fotovoltaica,value_Solar térmica,percentage_Solar térmica,value_Otras renovables,percentage_Otras renovables,value_Residuos renovables,percentage_Residuos renovables,value_Generación renovable,percentage_Generación renovable,value_Hidroeólica,percentage_Hidroeólica
2014-01-01T00:00:00.000+01:00,73065.052,0.20704932791648964,257896.205,0.7308177364667205,7631.801,0.021626745271356183,519.532,0.0014722325993979954,11897.24,0.033714005240989595,1877.343,0.00531995250504614,352887.17299999995,1,,
2014-01-02T00:00:00.000+01:00,89171.545,0.236312054846068,270764.404,0.7175483242822686,3836.442,0.01016689227844778,177.784,0.00047114247441550273,11564.649,0.030647287413978586,1831.753,0.004854298704821696,377346.57699999993,1,,
2014-01-03T00:00:00.000+01:00,102502.527,0.2735980903206654,248822.078,0.6641518737427776,8673.179,0.02315030937148797,1157.242,0.003088891664484208,11891.476,0.03174053576936718,1599.852,0.004270299131217489,374646.35400000005,1,,
2014-01-04T00:00:00.000+01:00,106840.706,0.24018151631870316,315077.619,0.7083051312812051,8813.196,0.019812362330270724,478.934,0.0010766598110703402,12103.26,0.027208537345302708,1519.458,0.003415792913448027,444833.173,1,,
2014-01-05T00:00:00.000+01:00,117217.635,0.28984651165269165,260674.588,0.6445755368490637,10878.603,0.02689975046164774,2137.221,0.005284751321598302,11775.113,0.02911656959608732,1729.625,0.004276880118911176,404412.78500000003,1,,
2014-01-06T00:00:00.000+01:00,110841.694,0.3229806730258387,200748.21,0.5849585082535134,14575.066,0.04247016132824548,3387.373,0.00987043748473886,11760.383,0.03426848038231563,1870.948,0.005451739525348168,343183.67399999994,1,,
2014-01-07T00:00:00.000+01:00,137057.77,0.4096817692920853,164116.648,0.4905639331715843,15038.529,0.04495192916293863,4952.227,0.014802788045479185,11433.295,0.034175461372517243,1948.441,0.0058241189553955245,334546.9099999999,1,,
2014-01-08T00:00:00.000+01:00,140921.275,0.4030920409555886,172744.174,0.4941184477705536,16509.065,0.04722262628633238,5368.879,0.01535717295882825,12135.745,0.03471315612611779,1921.6,0.005496555902579359,349600.738,1,,
2014-01-09T00:00:00.000+01:00,145404.939,0.5488560654080734,87870.355,0.331681837240141,13483.75,0.05089674410541247,3597.518,0.013579453272317809,12587.381,0.04751324443973901,1979.683,0.007472655534316142,264923.62600000005,1,,
2014-01-10T00:00:00.000+01:00,146323.349,0.5959363229081183,74146.856,0.3019805452910851,9637.23,0.03924989038639216,767.653,0.0031264477557124922,12718.091,0.0517974228771297,1942.029,0.00790937078156221,245535.208,1,,
2014-01-11T00:00:00.000+01:00,148799.593,0.7178223019856197,28923.318,0.13952862564497814,11343.641,0.054722720212806344,3437.767,0.016584089861255185,12892.435,0.06219423846071926,1896.322,0.00914802383462147,207293.07599999997,1,,
2014-01-12T00:00:00.000+01:00,127057.432,0.42817956909227944,142409.789,0.47991653167161785,11090.636,0.03737509619617782,1252.3,0.00422021180448745,13067.05,0.04403554951675137,1861.454,0.006273041718685924,296738.661,1,,
2014-01-13T00:00:00.000+01:00,146286.975,0.37633334872672913,218591.859,0.5623426576554132,8208.454,0.02111681495696602,1158.206,0.0029795649441475562,12809.026,0.03295210423558037,1661.961,0.0042755094811634696,388716.4810000001,1,,
2014-01-14T00:00:00.000+01:00,134555.725,0.30157579885262814,289846.808,0.6496251472576461,7283.451,0.0163241850447387,405.388,0.000908584231144897,12362.41,0.027707506845165587,1721.692,0.003858777768676725,446175.474,1,,
2014-01-15T00:00:00.000+01:00,142618.91,0.3966742324515362,195016.398,0.5424103997998112,6902.819,0.01919921017890882,823.343,0.0022900115599631577,12428.729,0.0345687436288999,1746.414,0.004857402380880748,359536.61299999995,1,,
2014-01-16T00:00:00.000+01:00,140457.456,0.36795108633828144,218889.297,0.5734160144476255,7648.331,0.020036043512882323,329.909,0.0008642501323872481,12676.106,0.03320711556415493,1727.509,0.004525490004668447,381728.60800000007,1,,
2014-01-17T00:00:00.000+01:00,141433.915,0.37150001441121694,211964.124,0.5567594952077864,11945.32,0.031376396192855135,668.139,0.0017549796887733472,12849.726,0.03375197097655247,1849.165,0.004857143522815711,380710.389,1,,
2014-01-18T00:00:00.000+01:00,146938.396,0.468368276902654,142684.56,0.4548091127101547,9120.161,0.02907064599129546,391.558,0.0012480968266963344,12987.735,0.04139859443421644,1601.647,0.005105273134983078,313724.05700000003,1,,
2014-01-19T00:00:00.000+01:00,127720.689,0.38423803262476175,177407.217,0.5337161940420959,11021.692,0.0331579267496441,2588.328,0.007786789018242647,12315.715,0.03705089707093005,1346.273,0.004050160494325519,332399.914,1,,
2014-01-20T00:00:00.000+01:00,144555.38,0.33683359423547643,249820.168,0.5821147929599753,17317.75,0.04035270065058403,4470.638,0.010417191432554788,11659.73,0.02716874850119872,1335.962,0.003112972220210798,429159.62799999997,1,,
2014-01-21T00:00:00.000+01:00,155319.027,0.41992874084738124,189593.033,0.5125937572421567,10746.462,0.029054703363704627,873.445,0.0023614921245253546,12012.489,0.0324776009587867,1325.505,0.0035837054634453,369869.961,1,,
2014-01-22T00:00:00.000+01:00,153675.451,0.42923587565684174,180195.945,0.5033111257430902,10110.534,0.02824005972722521,807.857,0.0022564515317447104,11904.225,0.03325007610936549,1326.973,0.0037064112317326875,358020.985,1,,
2014-01-23T00:00:00.000+01:00,154527.977,0.3888121339919459,200523.24,0.504542092461219,20917.216,0.0526303880243671,7907.727,0.01989685149308418,12237.642,0.03079147086128918,1322.295,0.0033270631680946687,397436.097,1,,
2014-01-24T00:00:00.000+01:00,144196.431,0.32257433603649494,264254.203,0.5911493334920206,17907.167,0.04005919193186989,6467.507,0.014468123530300019,12887.098,0.028829056669143507,1305.273,0.00291995834017115,447017.67899999995,1,,
2014-01-25T00:00:00.000+01:00,139108.466,0.3106495225006705,271953.251,0.6073113304667956,16660.713,0.03720580556161632,5599.211,0.012503855973298578,13146.385,0.02935779784143388,1330.718,0.0029716876561851195,447798.74399999995,1,,
2014-01-26T00:00:00.000+01:00,132468.684,0.3240067066899355,239184.746,0.5850247734168531,18287.051,0.04472851235980339,4737.478,0.01158745296206024,12848.496,0.03142628694702522,1319.045,0.0032262676243226354,408845.5,1,,
2014-01-27T00:00:00.000+01:00,134185.017,0.27076086434565005,329180.294,0.66422573042559,16418.597,0.03312973098228171,2277.655,0.0045958919279429815,12267.531,0.0247536377101406,1255.884,0.0025341446083944857,495584.97800000006,1,,
2014-01-28T00:00:00.000+01:00,150887.59,0.2977857590749607,329041.904,0.6493840424524664,11395.691,0.022490083476173876,1785.744,0.0035242734843439188,12312.629,0.02429971592079491,1274.917,0.0025161255912601673,506698.475,1,,
2014-01-29T00:00:00.000+01:00,174746.231,0.4371827634314817,197855.936,0.4949989728923102,12132.648,0.03035364225040962,1754.189,0.004388656569085644,11988.802,0.029993766152203158,1231.985,0.003082198704509592,399709.791,1,,
2014-01-30T00:00:00.000+01:00,169006.172,0.3694793515107271,246511.195,0.5389199423363923,20823.57,0.04552424949154065,8353.415,0.018262139900429086,11383.619,0.024886737071147864,1339.125,0.0029275796897630605,457417.09599999996,1,,
2014-01-31T00:00:00.000+01:00,183500.815,0.4548734509877087,194253.26,0.4815272931720365,11159.963,0.027664023632293634,1166.488,0.002891564389486501,11991.376,0.02972498287384275,1338.793,0.0033186849446319214,403410.695,1,,
2014-02-01T00:00:00.000+01:00,161849.275,0.34026713543248943,287870.06,0.6052095117075986,12262.597,0.02578052174872602,1642.332,0.0034527902894165652,10769.767,0.02264204004846704,1259.531,0.002648000773302314,475653.562,1,,
2014-02-02T00:00:00.000+01:00,177293.355,0.45917766139246785,165998.945,0.42992591210605097,22786.247,0.059014820997499516,8091.345,0.02095603004759901,10769.245,0.02789160786123387,1171.447,0.003033967595148855,386110.584,1,,
2014-02-03T00:00:00.000+01:00,188258.226,0.42820017452744713,225646.442,0.513241030147057,11120.897,0.025294884252769722,1586.954,0.0036095845276212808,11885.545,0.02703410390871221,1151.981,0.0026202226363925426,439650.04500000004,1,,
2014-02-04T00:00:00.000+01:00,194357.593,0.41474042558131247,248619.087,0.5305292392153537,11883.014,0.02535720991126235,612.631,0.0013072956797952578,12002.309,0.02561177397694165,1150.031,0.0024540556353345165,468624.66500000004,1,,
2014-02-05T00:00:00.000+01:00,164878.127,0.32479184059731925,317551.898,0.6255424373943318,11845.261,0.023333866004831814,295.286,0.0005816810585349506,11938.248,0.02351704020404881,1133.634,0.0022331347409332313,507642.4540000001,1,,
2014-02-06T00:00:00.000+01:00,179597.777,0.3831348026591241,258870.449,0.5522466928524057,15568.855,0.033212939980061765,1301.693,0.0027768934505117133,12140.346,0.02589892339771826,1279.593,0.002729747660178425,468758.71300000005,1,,
2014-02-07T00:00:00.000+01:00,176852.94,0.35459818235572355,289287.092,0.5800337670505957,18011.583,0.03611404250983472,2315.482,0.004642646644592934,11184.108,0.022424644838079065,1090.607,0.0021867166011739956,498741.81200000003,1,,
2014-02-08T00:00:00.000+01:00,190947.586,0.4105043825019455,253118.297,0.5441606903055011,9360.108,0.02012261812354894,653.404,0.0014047059256580556,10319.368,0.022184861706763533,754.824,0.0016227414365827515,465153.58700000006,1,,
2014-02-09T00:00:00.000+01:00,204256.491,0.5028254717848545,185386.245,0.45637191576226394,5652.344,0.013914576347491898,138.479,0.00034089868168397583,10112.351,0.024893934276140315,671.56,0.0016532031475652682,406217.47000000003,1,,
2014-02-10T00:00:00.000+01:00,211382.01,0.4129130041594348,268216.708,0.5239337380983079,17013.106,0.0332333518284877,4477.456,0.008746249541064004,10145.78,0.019818737173237736,693.622,0.0013549191994677101,511928.68200000003,1,,
2014-02-11T00:00:00.000+01:00,228952.197,0.4740732235396633,236204.164,0.4890892985882607,6192.486,0.012822291457392023,253.716,0.0005253496736857661,10554.488,0.021854344332719787,789.856,0.0016354924082783286,482946.907,1,,
2014-02-12T00:00:00.000+01:00,235809.717,0.47898426151823764,231098.258,0.469414194862382,13733.092,0.02789509700307226,986.893,0.0020046087193366932,9805.825,0.01991790629307304,878.251,0.0017839316038984674,492312.03599999996,1,,
2014-02-13T00:00:00.000+01:00,211713.198,0.4121086912770239,276506.494,0.5382315814432044,14157.042,0.02755728082183077,705.21,0.0013727210817318532,9848.206,0.019169949367476534,801.306,0.0015597760087324689,513731.45600000006,1,,
2014-02-14T00:00:00.000+01:00,218692.344,0.46921930230843534,218718.012,0.46927437474870165,16444.431,0.03528264547148118,2004.444,0.004300670969973824,9376.849,0.020118667462961343,840.961,0.0018043390384466502,466077.041,1,,
2014-02-15T00:00:00.000+01:00,232570.446,0.6028486085732824,128637.412,0.33344255974238474,12893.458,0.03342128524360338,1302.148,0.0033753132586609156,9486.194,0.024589275859909648,896.164,0.002322957322158926,385785.822,1,,
2014-02-16T00:00:00.000+01:00,235188.511,0.6951901235095144,68173.549,0.20151315107986686,16820.627,0.04971983415311249,7467.333,0.022072575435271465,9787.95,0.028932051742123373,870.218,0.0025722640801114755,338308.18799999997,1,,
