datetime,value_Hidráulica,percentage_Hidráulica,value_Eólica,percentage_Eólica,value_Solar fotovoltaica,percentage_Solar fotovoltaica,value_Solar térmica,percentage_Solar térmica,value_Otras renovables,percentage_Otras renovables,value_Residuos renovables,percentage_Residuos renovables,value_Generación renovable,percentage_Generación renovable,value_Turbinación bombeo,percentage_Turbinación bombeo,value_Nuclear,percentage_Nuclear,value_Ciclo combinado,percentage_Ciclo combinado,value_Carbón,percentage_Carbón,value_Motores diésel,percentage_Motores diésel,value_Turbina de gas,percentage_Turbina de gas,value_Turbina de vapor,percentage_Turbina de vapor,value_Fuel + Gas,percentage_Fuel + Gas,value_Cogeneración,percentage_Cogeneración,value_Residuos no renovables,percentage_Residuos no renovables,value_Generación no renovable,percentage_Generación no renovable,value_Consumos en bombeo,percentage_Consumos en bombeo,value_Saldo I. internacionales,percentage_Saldo I. internacionales,value_Demanda en b.c.,percentage_Demanda en b.c.,value_Hidroeólica,percentage_Hidroeólica
2013-05-14T00:00:00.000+02:00,125005.273,0.4505683678397736,102569.527,0.3697010794935634,23640.6,0.08521005795293893,12914.811,0.046550078837307565,12376.35,0.04460925275779193,932.518,0.003361163118624684,277439.07899999997,1,10502.681,0.024560870085205543,145363.486,0.3399373640671934,58544.842,0.1369090671725519,95962.307,0.22441105802448064,8679.113,0.02029639544872576,2264.186,0.005294874536772201,7465.179,0.017457570270086716,-5.283,1.2354471840108338e-05,94687.535,0.22142996115214322,4143.83,0.009690484771000592,427607.876,1,-9272.306,0.012893652507355463,4818.004,0.006699700091330964,700592.6529999999,1,,
2013-05-15T00:00:00.000+02:00,118802.066,0.36244010300954355,173001.615,0.5277915214152706,18483.533,0.056389369562818016,4503.305,0.013738635892774732,11976.249,0.0365370154524749,1017.23,0.003103354667118314,327783.99799999996,1,7358.562,0.019279594954646526,145512.573,0.38124615492108843,45479.01,0.11915601060890958,65128.32,0.17063763676606983,8516.7,0.022313942092250915,2125.127,0.005567879673662205,6965.518,0.0182498109942268,-5.297,1.3878256984824296e-05,96348.967,0.25243642141747324,4236.098,0.011098670314687604,381665.578,1,-13256.369,0.01824450659139118,-3889.15,0.005352568475568914,692304.057,1,,
2013-05-16T00:00:00.000+02:00,119640.069,0.3642065902669607,159737.888,0.4862717984969204,25884.482,0.07879717062054284,10349.59,0.03150607414444933,11957.27,0.03640015065188086,925.77,0.002818215819245676,328495.0690000001,1,8052.069,0.021767491071336614,144793.148,0.3914253040157406,48926.3,0.13226448983528785,47925.829,0.129559875212682,8445.02,0.022829771757700925,2438.839,0.0065930143118405355,7508.371,0.020297689786660144,-5.321,1.4384479317127325e-05,97724.832,0.2641835791531183,4092.861,0.01106440037631593,369901.948,1,-13629.938,0.018808282430295382,12650.487,0.01745671421078952,697417.566,1,,
2013-05-17T00:00:00.000+02:00,139245.845,0.43770520892599496,144158.283,0.4531469601762818,19541.174,0.0614257010564963,2540.869,0.00798696432556809,11622.479,0.03653408544386361,1018.35,0.0032010800717952267,318127.0,1,15562.877,0.042276692908884556,121023.93,0.3287625754053277,61005.695,0.16572250961104903,51368.99,0.1395443153132651,8538.766,0.023195633301145057,2170.69,0.0058966985686763835,7248.234,0.01968989171794752,-5.622,1.527221268495208e-05,96918.078,0.2632788154096007,4276.664,0.011617595551419049,368108.302,1,-9410.055,0.013151802087404928,19850.127,0.027743189780915514,696675.3740000001,1,,
2013-05-18T00:00:00.000+02:00,111358.352,0.3127693399272766,197839.681,0.5556672250123904,24240.636,0.06808405103855505,10023.265,0.0281520866792836,11654.21,0.03273287996461968,923.716,0.002594417377874488,356039.86000000004,1,4595.851,0.015121059886161836,121444.332,0.3995706164118289,50283.533,0.1654405927826631,31850.371,0.10479264173000218,8430.893,0.027738940611177914,1584.207,0.005212285802798391,6529.87,0.02148428121774435,-5.738,1.8878906567422797e-05,75009.28,0.2467921207406161,4203.019,0.013828581910439664,303925.618,1,-39332.435,0.055758868452937045,6104.404,0.008653790684954612,626737.447,1,,
2013-05-19T00:00:00.000+02:00,121721.133,0.4334983933499601,111099.201,0.39566937925203405,25873.949,0.09214764145449424,9106.663,0.03243252574127393,12058.77,0.04294617780773285,928.252,0.0033058823945048815,280787.968,1,9715.633,0.030304190897912843,121699.408,0.3795946277710347,52747.255,0.16452483176967342,43968.116,0.1371416747303625,7970.278,0.024860225373008117,1586.698,0.004949095863268664,4875.162,0.015206198083670984,-5.754,1.794739616313116e-05,73864.937,0.2303933414848323,4170.369,0.01300786663007319,320592.102,1,-27929.829,0.044114401312189244,3812.804,0.006022219677059978,577263.0449999999,1,,
2013-05-20T00:00:00.000+02:00,143692.81,0.6006434772685614,48502.94,0.20274483141744115,24588.258,0.10278020720101809,9605.683,0.040152258409168196,11918.102,0.04981829103155125,923.657,0.0038609346722598553,239231.45,1,12313.739,0.027396621549848118,121789.512,0.2709673454183726,97647.827,0.21725493462903842,102769.596,0.22865026848813225,8407.935,0.018706666854862053,2080.067,0.004627904521715779,5419.861,0.01205855351244503,-6.021,1.339601711158857e-05,95016.537,0.2114006237395596,4010.857,0.008923685268914598,449449.91,1,-5778.572,0.008283398924201074,-3148.87,0.004513804858786745,679753.918,1,,
2013-05-21T00:00:00.000+02:00,143511.451,0.5049046837304428,93171.334,0.3277971381253295,23394.632,0.08230743392699791,11858.797,0.041721842452199336,11358.954,0.03996328541670621,939.571,0.003305616348323981,284234.73900000006,1,10655.185,0.02414973566142443,121710.424,0.2758539215264576,78021.221,0.1768333316720054,114500.551,0.25951290754101847,8651.948,0.01960944433685476,2085.31,0.0047263079216480035,6015.407,0.013633783828800922,-5.749,1.3029978392447343e-05,95708.156,0.21692036957053046,3859.367,0.00874716796286734,441201.82000000007,1,-5959.908,0.008031989839343669,-10624.89,0.014318846620475372,708851.761,1,,
2013-05-22T00:00:00.000+02:00,112333.554,0.2970413279565927,203014.163,0.5368262146456807,31503.91,0.08330514729574905,18134.572,0.047952879233256016,12254.668,0.032404768893781834,933.964,0.00246966197493984,378174.83099999995,1,4925.214,0.012967031957316332,121726.07,0.3204786309241639,52631.621,0.1385677681157329,84105.804,0.22143254044672656,8815.914,0.023210410465606665,1659.315,0.004368620456340446,5808.868,0.015293503387229918,-5.992,1.5775650659695086e-05,96314.725,0.25357601051144874,3832.332,0.010089708084774796,379813.871,1,-14919.098,0.018425605090074362,-36785.989,0.04543197626034896,706283.615,1,,
2013-05-23T00:00:00.000+02:00,110739.921,0.27373366228592305,222813.234,0.550763283898228,33439.974,0.08265895864027253,23785.126,0.05879351898681712,12804.159,0.03165009785009023,971.122,0.002400478338669125,404553.53599999996,1,3799.301,0.010452172908732599,123991.639,0.3411106543190846,53915.969,0.14832702924297567,65031.691,0.1789072460642812,8648.734,0.023793340724947706,1757.07,0.004833836395891452,5622.534,0.015468028869844198,-5.784,1.591223440946357e-05,96837.218,0.2664067275892678,3883.951,0.01068505165056543,363482.323,1,-16969.872,0.020376091501842834,-47826.807,0.05742667921555197,703239.18,1,,
